sup,eri,ont,mih,month,year
79.89500448934723,-266.72437477566496,633.4622438836271,2487.4965043563616,11,2024
-1513.2807778708943,746.0633082270341,908.2042826075221,879.1476189573245,12,2024
-1224.2770724846314,740.6756189760392,967.9988742252954,292.8803961073645,1,2025
-939.2471111891264,163.19639590469455,548.9931700539205,-359.1896078515756,2,2025
-1241.457551034037,1861.7183522323355,1422.176696133283,2870.0937035589486,3,2025
1926.4650112533334,2261.1176044202743,1750.0985324916483,5538.557813852375,4,2025
2100.140624417609,-56.27073984662252,690.025527245924,1609.0613597108088,5,2025
2224.0304018927764,520.1026004934921,248.69698103505016,1957.0042614810682,6,2025
1529.704792541069,290.8932389574154,856.6977926486302,6280.48858733702,10,2024
-1124.4802472515385,-861.9961541688217,547.6435138536427,-65.83327173393218,11,2024
-892.2592824277071,-51.722629247455075,858.4332603872747,-369.859633809931,12,2024
-1273.2872952122984,343.51443835147114,784.7384859056147,341.6538746156748,1,2025
-525.6185291546972,843.4165156529303,1285.124081178853,2058.845418785072,2,2025
-1533.653833243824,341.32788727694754,1078.2192643582182,386.7621498657236,3,2025
1762.7920834696838,1386.9735584794582,1832.6131562478686,5859.479755743227,4,2025
1748.4356336859573,1054.5966395484973,1069.7978136000702,5948.386274879411,5,2025
3250.1529384497285,135.65113360873647,636.955489340369,1711.3121324903611,6,2025
-1040.1214011638344,623.1603693620976,803.4847369437795,1428.1786532628664,10,2024
-895.0544949836249,-275.19243972940035,1558.0391927405954,293.55594628884546,11,2024
633.2747228673421,1793.2344820551702,1551.5733134122024,4548.142495701434,12,2024
-396.27015488708594,339.1421998721353,672.0877528302373,1454.5859717078881,1,2025
-727.5536892914629,304.9227380325701,936.0055788278406,315.46638467522644,2,2025
280.820324819628,1258.510018794264,1458.7684733544947,3632.2096696759877,3,2025
2117.261980775253,2243.9435463036402,2484.4874383883043,7442.614442486455,4,2025
1247.0800625967713,302.15680818824023,644.2939807991635,1055.4488304991353,5,2025
1949.5397014095965,168.25660527676973,229.8996013319462,1506.5624054420339,6,2025
-853.7798589620697,-652.100224670015,645.887611640971,-693.5834295773302,10,2024
1046.7329071086017,2433.3842231762874,1627.7997085447068,8197.525806489717,11,2024
-1230.1410039250113,57.13028475178612,999.887633016079,468.45716631314417,12,2024
-419.0856496215781,84.46585276259452,694.7442643607001,1128.5221905679357,1,2025
-747.7168146263148,429.346575705152,1006.5980454500327,1237.2148480481396,2,2025
1373.76269415983,301.35094271947764,1259.3780176560701,4290.373761135036,3,2025
440.3981772888185,2233.1893664864283,2145.568955898819,5388.144745052436,4,2025
2063.918998053979,281.0753105361497,612.2834015931661,1701.756072268653,5,2025
1854.3117147278213,132.77000409007292,943.528480589235,2170.8261859554937,6,2025
3862.5553740661085,-1028.9390940703656,30.713092076029852,-439.84551851516153,10,2024
856.1418460072246,-440.19342502920995,398.9489637026302,677.6299880627098,11,2024
-1010.9660072494703,323.65029062888055,1219.219620858032,1360.9084250141955,12,2024
-1513.6063496237798,442.22027976949255,1103.3095062723621,140.7403672349069,1,2025
-1067.009976914378,466.22310751372385,846.5253701749201,1182.3297841364963,2,2025
-1389.8592471325069,2260.557624352884,1700.9513482446996,3265.774012064238,3,2025
881.0890080046336,930.6364474306495,1489.193401708357,6070.883828929006,4,2025
1373.6608988243238,705.9664419472133,1701.9624482213378,4426.544769333512,5,2025
2267.6847670219627,558.6841462756041,486.3252581035299,3417.128238171134,6,2025
1970.0731515563266,-337.4909315579373,455.09544731040546,331.19814390767897,10,2024
-1267.7474696201657,-609.8370160273414,373.89629687019726,-1238.5447689743878,11,2024
-1911.5158409730248,1053.4449398888903,1084.6309585748013,789.0236025781178,12,2024
-753.2704653496644,-34.341584431324804,782.7005731182453,587.458828305832,1,2025
471.57242451350476,336.2932850337021,958.6644649925216,2718.8428337650357,2,2025
-492.1484844709137,393.0595680597982,676.5586969987387,795.2445012910052,3,2025
2134.3498232402526,1598.9525033889336,1428.783057220469,6246.164325184947,4,2025
1043.5479373920225,339.7883788828982,1077.439382191085,2666.095595583015,5,2025
3868.635108979105,754.228568614306,625.256540654717,4106.595992351027,6,2025
1955.9292246102254,-455.15943053925935,52.17771583208514,1270.0032791954247,10,2024
-132.39948679425447,678.7223165796581,702.9073092943884,-73.67476055033785,11,2024
-491.9684368191763,704.687210883798,1104.1161041331536,2495.34437728791,12,2024
-817.0388058593198,179.55025071093996,810.8338816936473,950.6995631113218,1,2025
697.6834356587326,261.4372346526442,798.729098247611,3182.7231812274417,2,2025
-1341.8685842326627,880.5742296376517,1163.4709877416813,1253.832642978263,3,2025
-741.9341179706075,734.6140374066833,1627.1732883684144,931.9121469035599,4,2025
1173.0400679090337,77.84972730956372,605.6835993355437,2738.883274484573,5,2025
1620.119661891715,614.5703621765775,691.9157802993541,1300.092322454159,6,2025
-169.9167226152008,-288.5589594082737,563.2074921852939,1750.686399613469,10,2024
5657.429175678509,1212.8437893487157,1144.5617838670987,7173.597870799103,11,2024
1167.5471334167255,722.6820378696435,1155.902717868786,2902.963735900233,12,2024
-659.9625262915565,82.45574668190818,748.624663656906,893.3847730097605,1,2025
-522.5934163547727,1903.3572916275732,1810.895460181102,1937.8928620398285,2,2025
-121.8475877358469,152.75099650139668,690.1701335521086,320.7754552598699,3,2025
512.7639597890906,2072.307117841824,1443.3508507602726,5584.59459690521,4,2025
1597.4627188377283,1148.4198471182185,1032.0473049271905,4887.936351072447,5,2025
